Timestamp,Country.,Pin Code,Gender,Influencing Factors,Higher Education Aspiration,Work for 3+ Years?,Work for Unclear Mission?,Work for Inconsistent Mission?,Work for Non-Social Impact?,Preferred Working Environment?,Preferred Employers?,Which type of learning environment that you are most likely to work in ?,Which of the below careers looks close to your Aspirational job ?,Ideal Manager Type ?,Preferred Work Setup ?,Minimum Salary Expectation (First 3 Years),Expected Monthly Salary (After 5 Years)
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:10,India,490023,M,World Leaders,No,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",21k to 25k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Business Operations in any organization,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Design and Develop amazing software,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Business Operations in any organization,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Design and Develop amazing software,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Business Operations in any organization,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Design and Develop amazing software,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 01:24,India,500097,F,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,26k to 30k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Develop amazing software,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 03:47,India,600049,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,Will Work,8,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",16k to 20k,50k to 70k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Instructor or Expert Learning Programs,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
28-04-2023 04:46,India,500047,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",6,"Fully Remote, No Office Visits",Learning-Friendly Employer,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,91k to 110k
